IDN,ID_MJ,MPA_NAME,COUNTRY,REGION,DESGNATION,STATUS,CATEGORY,CATEGORY2,YEAR,ZONE,MANAGED_BY,IUCN,NOTES,AREAKM_DEC,AREAKM_ACT,PERIKM_ACT,POINT_X,POINT_Y,ogc_fid,pxlval,area_m2,int_2010_aream2
"46","72",Bwejuu,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,Marine Parks and Reserves Unit (MPRU),Undetermined,"Overlaps w/ FID 33, merge?","0",287.66400000000,99.32330000000,39.54670000000,-8.02950000000,1.00000000000,"1",6624.0445,6624.044
"46","72",Bwejuu,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,Marine Parks and Reserves Unit (MPRU),Undetermined,"Overlaps w/ FID 33, merge?","0",287.66400000000,99.32330000000,39.54670000000,-8.02950000000,1.00000000000,"1",37938.4991,34971.181
"46","72",Bwejuu,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,Marine Parks and Reserves Unit (MPRU),Undetermined,"Overlaps w/ FID 33, merge?","0",287.66400000000,99.32330000000,39.54670000000,-8.02950000000,1.00000000000,"1",4817.5687,4817.569
"46","72",Bwejuu,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,Marine Parks and Reserves Unit (MPRU),Undetermined,"Overlaps w/ FID 33, merge?","0",287.66400000000,99.32330000000,39.54670000000,-8.02950000000,1.00000000000,"1",7225.6801,7225.680
"46","72",Bwejuu,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,Marine Parks and Reserves Unit (MPRU),Undetermined,"Overlaps w/ FID 33, merge?","0",287.66400000000,99.32330000000,39.54670000000,-8.02950000000,1.00000000000,"1",4817.3803,4817.380
"46","72",Bwejuu,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,Marine Parks and Reserves Unit (MPRU),Undetermined,"Overlaps w/ FID 33, merge?","0",287.66400000000,99.32330000000,39.54670000000,-8.02950000000,1.00000000000,"1",4215.1849,4215.185
"46","72",Bwejuu,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,Marine Parks and Reserves Unit (MPRU),Undetermined,"Overlaps w/ FID 33, merge?","0",287.66400000000,99.32330000000,39.54670000000,-8.02950000000,1.00000000000,"1",6623.8617,6623.862
"46","72",Bwejuu,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,Marine Parks and Reserves Unit (MPRU),Undetermined,"Overlaps w/ FID 33, merge?","0",287.66400000000,99.32330000000,39.54670000000,-8.02950000000,1.00000000000,"1",104175.9522,104175.952
"46","72",Bwejuu,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,Marine Parks and Reserves Unit (MPRU),Undetermined,"Overlaps w/ FID 33, merge?","0",287.66400000000,99.32330000000,39.54670000000,-8.02950000000,1.00000000000,"1",6021.7222,6021.722
"46","72",Bwejuu,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,Marine Parks and Reserves Unit (MPRU),Undetermined,"Overlaps w/ FID 33, merge?","0",287.66400000000,99.32330000000,39.54670000000,-8.02950000000,1.00000000000,"1",626868.5408,626868.541
"46","72",Bwejuu,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,Marine Parks and Reserves Unit (MPRU),Undetermined,"Overlaps w/ FID 33, merge?","0",287.66400000000,99.32330000000,39.54670000000,-8.02950000000,1.00000000000,"1",10236.8884,10236.888
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",1204.0608,1204.061
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",602.0304,602.030
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",1204.0473,1204.047
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",602.0323,602.032
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",3010.1555,3010.156
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",51171.5178,51171.518
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",6020.1525,6020.153
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",9632.1602,9632.160
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",6020.0791,6020.079
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",7826.2794,7826.279
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",602.0185,602.018
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",602.0182,602.018
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",3612.2617,3612.262
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",602.0349,602.035
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",3612.2039,3612.204
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",602.0330,602.033
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",82482.7554,82482.755
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",11439.3632,11439.363
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",13245.5052,13245.505
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",62603.6707,62603.671
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",4815.6425,4815.643
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",6019.4605,6019.461
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",5417.5412,5417.541
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",4815.5849,4815.585
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",41531907.0044,23793588.662
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",2407.9813,2407.981
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",1203.9913,1203.991
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",1203.9890,1203.989
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",6019.9435,6019.943
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",2860873.8663,659150.256
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",3611.3974,3611.397
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",15649.2485,15649.249
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",7222.7512,7222.751
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",13260158.2715,5715441.268
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",19863.1665,7956.501
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",34309.1312,34309.131
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",57783.3283,57783.328
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",16853.5251,16853.525
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",6019.1007,6019.101
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",4815.2695,4815.270
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",24686.0741,24251.373
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",19863.3901,19863.390
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",23630118.8409,174012.277
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",11439.6413,11439.641
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",2044789.9936,1753911.596
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",1806.2876,1806.288
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",1237327.3411,1237327.341
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",3612.5382,3612.538
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",6020.7764,6020.776
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",57197.4324,669.574
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",8429.2021,6088.356
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",140888.2796,140888.280
"47","244",Mbwekieki,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",241.14500000000,82.41340000000,39.44930000000,-8.05548000000,1.00000000000,"1",4214.5467,4214.547
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",21470721.8181,3233008.871
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",601.7721,601.772
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",10832.1625,10832.162
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",16248.2453,16248.245
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",601.7718,601.772
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",1203.5429,1203.543
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",16850.6165,16850.617
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",30090.3499,961.425
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",19258.0280,18686.479
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",36710.9128,36710.913
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",188969.1105,188969.111
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",7221.7368,7221.737
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",5413.9224,5413.922
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",6015.4538,6015.454
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",10505554.1954,3647268.700
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",4812.1437,4812.144
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",1926607.5049,1457187.265
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",601.4709,601.471
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",6015.3735,6015.374
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",3609.1413,3609.141
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",4812.1815,4812.182
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",3249091.5229,2034598.031
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",52756921.1549,8168788.908
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",601.6596,601.660
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",703965.2062,703965.206
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",169068.3770,169068.377
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",6471649.4070,2865426.333
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",1729168.4863,531785.626
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",601.6874,601.687
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",601.6874,601.687
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",601.6861,601.686
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",601.6851,601.685
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",601.6891,601.689
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",2406.7364,2406.736
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",149216.8777,149216.878
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",4813.6853,4813.685
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",2136678.7060,739858.656
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",13804727.7704,4063740.028
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",1268117.6455,37814.682
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",86587.3227,86587.323
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",7328174.1222,6727596.367
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",3608.3181,3608.318
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",21649.5023,21649.502
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",5412.6598,5412.660
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",4209.8228,4209.823
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",6014.0194,6014.019
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",33077.0764,33077.076
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",601.3221,323.848
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",3607.8899,3029.736
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",4210.1846,4210.185
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",689285.9874,689285.987
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",4210.1960,4210.196
"48","245",Njisopoja,Tanzania,Tanzania,Fisheries Management Area,Working,Local,CFMA,"2005",Not described,,Undetermined,,"0",1755.19000000000,198.67200000000,39.47080000000,-8.39978000000,1.00000000000,"1",601.4271,601.427
