IDN,ID_MJ,MPA_NAME,COUNTRY,REGION,DESGNATION,STATUS,CATEGORY,CATEGORY2,YEAR,ZONE,MANAGED_BY,IUCN,NOTES,AREAKM_DEC,AREAKM_ACT,PERIKM_ACT,POINT_X,POINT_Y,ogc_fid,pxlval,area_m2,int_2010_aream2
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",6407.9185,6407.918
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",15728.2774,15728.277
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4073.5750,4073.575
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",8738.6207,8738.621
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",17429517.3677,16757131.570
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",383329.8476,383329.848
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",25606.1541,25606.154
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",44856.7447,44856.745
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",32629.0575,32629.057
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4073.6214,4073.621
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",52438.7779,52438.778
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",32045.8562,32045.856
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",73996.3533,73996.353
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",681738.3459,681738.346
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",453324.2037,453324.204
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",14566.6866,14566.687
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",6409.3288,6409.329
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",582.6367,582.637
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",142746.4760,142746.476
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",8156.7214,8156.721
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",91470.7939,91470.794
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4661.1237,4661.124
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",2913.1969,2913.197
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",16899.4859,16899.486
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",6409.9931,6409.993
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",8157.9685,8157.969
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",2330.8324,2330.832
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",19231.0861,19231.086
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",89745.4009,89745.401
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",19230.8355,19230.836
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",136946.0780,136946.078
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",29717.2336,29717.234
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",33795.9431,33795.943
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",1877464.8524,1877464.852
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",582.6779,582.678
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",643903.7669,643903.767
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",582.6932,582.693
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",43702.1233,43702.123
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",13401.9688,13401.969
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",25060.3834,25060.383
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",8797152.0851,6994932.955
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",3496.7598,3496.760
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",6538139.5030,6442994.647
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",48954.6947,48954.695
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",15127.3597,15127.360
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",18067.2069,18067.207
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",10472.7235,10472.723
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4662.4842,4662.484
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",265892.4416,265892.442
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",582.8039,582.804
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",9309.3265,9309.326
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",466831.9584,466831.958
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",1745.4900,1745.490
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",70516.5740,70516.574
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4072.7943,4072.794
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4662.1940,4662.194
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",3490.9558,3490.956
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",3496.6326,3496.633
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",5236.2250,5236.225
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",132873.8144,132873.814
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",581.8035,581.803
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4662.3345,4662.334
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",6399.8333,6399.833
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",43126.7789,43126.779
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",1163.5927,1163.593
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",49536.7248,49536.725
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",28509.0276,28509.028
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",582.7807,582.781
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",8727.1943,8727.194
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",3493.6351,3493.635
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",38399.7168,38399.717
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",3493.6285,3493.628
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",1302129.6926,1106326.621
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",1851119.4001,1851119.400
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",7563.9714,7563.971
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",8733.9450,8733.945
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",3491.0543,3491.054
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",6405.2492,6405.249
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",3491.0421,3491.042
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4076.0389,4076.039
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4654.7273,4654.727
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",8152.0758,8152.076
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",3491.0826,3491.083
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",7569.7577,7569.758
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",3491.0752,3491.075
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",119942.7105,119942.711
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",5236.6097,5236.610
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",58805.9469,58805.947
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",149535.6499,149535.650
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4075.5563,3228.332
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",3490.9929,3490.993
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",5822.2108,5822.211
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",8727.5135,8727.514
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",1164.5065,1164.506
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",51201.3077,51201.308
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",582.2526,582.253
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4654.6605,4654.661
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",3493.4778,3493.478
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",10705199.7313,10705199.731
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",3493.4330,3493.433
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",16291.5518,16291.552
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",5823.5087,5823.509
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",10473.0684,10473.068
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",248672.2745,248672.275
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4072.8463,4072.846
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",6988.1897,6988.190
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4076.3893,4076.389
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",5818.6169,5818.617
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",11647.6640,11647.664
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",31420.5873,31420.587
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4659.0174,4659.017
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4654.8892,2462.664
"30","45",Primeiras and Segundas,Mozambique,Mozambique,Environmental Protection Area,Working,National,National,"2012",Multiple,MITADER and ANAC,V,,"8357",8098.85000000000,624.83100000000,39.28010000000,-16.82470000000,1.00000000000,"1",4076.5970,4076.597
