ogc_fid,pxlval,ID,OBJECTID_1,EEZ,Country,Sovereign,Remarks,Sov_ID,EEZ_ID,ISO_3digit,MRGID,Date_chang,Area_m2,Longitude,Latitude,join_aream2
1.00000000000,"1","28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,3567.0268
1.00000000000,"1","28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,19024.0727
1.00000000000,"1","28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,60638.3069
1.00000000000,"1","28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,17239.7271
1.00000000000,"1","28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,44696.5607
1.00000000000,"1","28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,38736.7119
1.00000000000,"1","28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,23768.6492
1.00000000000,"1","28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,594.1872
1.00000000000,"1","28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,25549.9588
1.00000000000,"1","28","20",Comoran Exclusive Economic Zone,Comoro Islands,Comoro Islands,,"28","28",COM,8334.000000000000000,,165206388800.000000000000000,43.488803782292997,43.488803782292997,594.1764
