ogc_fid,pxlval,COUNTRY,COUNTRYAFF,int_aream2
1.00000000000,"1",MOZAMBIQUE,Mozambique,26445.0588
1.00000000000,"1",MOZAMBIQUE,Mozambique,210972.6179
1.00000000000,"1",MOZAMBIQUE,Mozambique,237109.4432
1.00000000000,"1",MOZAMBIQUE,Mozambique,5288.7479
1.00000000000,"1",MOZAMBIQUE,Mozambique,587.6336
1.00000000000,"1",MOZAMBIQUE,Mozambique,11752.6037
1.00000000000,"1",MOZAMBIQUE,Mozambique,1111220.1971
1.00000000000,"1",MOZAMBIQUE,Mozambique,30555.2526
1.00000000000,"1",MOZAMBIQUE,Mozambique,21735.6402
1.00000000000,"1",MOZAMBIQUE,Mozambique,5287.0264
1.00000000000,"1",MOZAMBIQUE,Mozambique,8811.6837
1.00000000000,"1",MOZAMBIQUE,Mozambique,4112.1117
1.00000000000,"1",MOZAMBIQUE,Mozambique,197969.8249
1.00000000000,"1",MOZAMBIQUE,Mozambique,7049.2632
1.00000000000,"1",MOZAMBIQUE,Mozambique,4699.4637
1.00000000000,"1",MOZAMBIQUE,Mozambique,157432.6517
1.00000000000,"1",MOZAMBIQUE,Mozambique,19972.4956
1.00000000000,"1",MOZAMBIQUE,Mozambique,140983.1207
1.00000000000,"1",MOZAMBIQUE,Mozambique,5300.5601
1.00000000000,"1",MOZAMBIQUE,Mozambique,1932102.1388
1.00000000000,"1",MOZAMBIQUE,Mozambique,7636.2083
1.00000000000,"1",MOZAMBIQUE,Mozambique,4699.1773
1.00000000000,"1",MOZAMBIQUE,Mozambique,12335.2866
1.00000000000,"1",MOZAMBIQUE,Mozambique,2349.4969
1.00000000000,"1",MOZAMBIQUE,Mozambique,6461.0896
1.00000000000,"1",MOZAMBIQUE,Mozambique,4698.9362
1.00000000000,"1",MOZAMBIQUE,Mozambique,3524.1389
1.00000000000,"1",MOZAMBIQUE,Mozambique,7048.2657
1.00000000000,"1",MOZAMBIQUE,Mozambique,685.0629
1.00000000000,"1",MOZAMBIQUE,Mozambique,4636.9352
1.00000000000,"1",MOZAMBIQUE,Mozambique,2041769.1649
1.00000000000,"1",MOZAMBIQUE,Mozambique,3524.0806
1.00000000000,"1",MOZAMBIQUE,Mozambique,20223.1241
1.00000000000,"1",MOZAMBIQUE,Mozambique,5286.0967
1.00000000000,"1",MOZAMBIQUE,Mozambique,8115.6741
1.00000000000,"1",MOZAMBIQUE,Mozambique,13508.8645
1.00000000000,"1",MOZAMBIQUE,Mozambique,45225.1755
1.00000000000,"1",MOZAMBIQUE,Mozambique,4698.6517
1.00000000000,"1",MOZAMBIQUE,Mozambique,10609.7868
1.00000000000,"1",MOZAMBIQUE,Mozambique,32373.4032
1.00000000000,"1",MOZAMBIQUE,Mozambique,28779.0234
1.00000000000,"1",MOZAMBIQUE,Mozambique,4698.6031
1.00000000000,"1",MOZAMBIQUE,Mozambique,230.8450
1.00000000000,"1",MOZAMBIQUE,Mozambique,98081.9844
1.00000000000,"1",MOZAMBIQUE,Mozambique,1899480.7716
1.00000000000,"1",MOZAMBIQUE,Mozambique,85158.0523
1.00000000000,"1",MOZAMBIQUE,Mozambique,103277.4947
1.00000000000,"1",MOZAMBIQUE,Mozambique,5872.5052
1.00000000000,"1",MOZAMBIQUE,Mozambique,124500.0311
1.00000000000,"1",MOZAMBIQUE,Mozambique,476260.2984
1.00000000000,"1",MOZAMBIQUE,Mozambique,10570.2113
1.00000000000,"1",MOZAMBIQUE,Mozambique,5871.9014
1.00000000000,"1",MOZAMBIQUE,Mozambique,24076.4841
1.00000000000,"1",MOZAMBIQUE,Mozambique,11530.7815
1.00000000000,"1",MOZAMBIQUE,Mozambique,4697.8162
1.00000000000,"1",MOZAMBIQUE,Mozambique,8221.1714
1.00000000000,"1",MOZAMBIQUE,Mozambique,15097.6197
1.00000000000,"1",MOZAMBIQUE,Mozambique,12918.9587
1.00000000000,"1",MOZAMBIQUE,Mozambique,34646.3198
1.00000000000,"1",MOZAMBIQUE,Mozambique,4697.7879
1.00000000000,"1",MOZAMBIQUE,Mozambique,1725.6856
1.00000000000,"1",MOZAMBIQUE,Mozambique,245782.6582
1.00000000000,"1",MOZAMBIQUE,Mozambique,63419.6413
1.00000000000,"1",MOZAMBIQUE,Mozambique,4412.1380
1.00000000000,"1",MOZAMBIQUE,Mozambique,132123.9698
1.00000000000,"1",MOZAMBIQUE,Mozambique,7107.8908
1.00000000000,"1",MOZAMBIQUE,Mozambique,38755.7791
1.00000000000,"1",MOZAMBIQUE,Mozambique,4697.6247
1.00000000000,"1",MOZAMBIQUE,Mozambique,2263.2899
1.00000000000,"1",MOZAMBIQUE,Mozambique,4697.5561
1.00000000000,"1",MOZAMBIQUE,Mozambique,587.1853
1.00000000000,"1",MOZAMBIQUE,Mozambique,587.1811
1.00000000000,"1",MOZAMBIQUE,Mozambique,587.1793
1.00000000000,"1",MOZAMBIQUE,Mozambique,25835.8914
1.00000000000,"1",MOZAMBIQUE,Mozambique,4697.4145
1.00000000000,"1",MOZAMBIQUE,Mozambique,463492.5693
1.00000000000,"1",MOZAMBIQUE,Mozambique,101648.3615
1.00000000000,"1",MOZAMBIQUE,Mozambique,38234.1979
1.00000000000,"1",MOZAMBIQUE,Mozambique,17027.4823
1.00000000000,"1",MOZAMBIQUE,Mozambique,26421.7006
1.00000000000,"1",MOZAMBIQUE,Mozambique,1088604.9636
1.00000000000,"1",MOZAMBIQUE,Mozambique,8219.9537
1.00000000000,"1",MOZAMBIQUE,Mozambique,1598283.5890
1.00000000000,"1",MOZAMBIQUE,Mozambique,8807.0076
1.00000000000,"1",MOZAMBIQUE,Mozambique,89832.5810
1.00000000000,"1",MOZAMBIQUE,Mozambique,46970.5978
1.00000000000,"1",MOZAMBIQUE,Mozambique,175469.1282
1.00000000000,"1",MOZAMBIQUE,Mozambique,1267946.2477
1.00000000000,"1",MOZAMBIQUE,Mozambique,521847.1828
1.00000000000,"1",MOZAMBIQUE,Mozambique,4309833.4966
1.00000000000,"1",MOZAMBIQUE,Mozambique,4109.6344
1.00000000000,"1",MOZAMBIQUE,Mozambique,4109.4816
1.00000000000,"1",MOZAMBIQUE,Mozambique,3522.3619
1.00000000000,"1",MOZAMBIQUE,Mozambique,4109.3136
1.00000000000,"1",MOZAMBIQUE,Mozambique,4696.2252
1.00000000000,"1",MOZAMBIQUE,Mozambique,376273.8881
1.00000000000,"1",MOZAMBIQUE,Mozambique,6457.1852
1.00000000000,"1",MOZAMBIQUE,Mozambique,4109.1213
1.00000000000,"1",MOZAMBIQUE,Mozambique,12327.2640
1.00000000000,"1",MOZAMBIQUE,Mozambique,817571.2501
1.00000000000,"1",MOZAMBIQUE,Mozambique,8804.9254
1.00000000000,"1",MOZAMBIQUE,Mozambique,586.9915
1.00000000000,"1",MOZAMBIQUE,Mozambique,4108.8253
1.00000000000,"1",MOZAMBIQUE,Mozambique,7043.4921
1.00000000000,"1",MOZAMBIQUE,Mozambique,4108.6800
1.00000000000,"1",MOZAMBIQUE,Mozambique,17608.5120
1.00000000000,"1",MOZAMBIQUE,Mozambique,16434.4478
1.00000000000,"1",MOZAMBIQUE,Mozambique,4695.5158
1.00000000000,"1",MOZAMBIQUE,Mozambique,18781.8515
1.00000000000,"1",MOZAMBIQUE,Mozambique,25237.8842
1.00000000000,"1",MOZAMBIQUE,Mozambique,14086.2521
1.00000000000,"1",MOZAMBIQUE,Mozambique,9698565.2212
1.00000000000,"1",MOZAMBIQUE,Mozambique,15259.9145
1.00000000000,"1",MOZAMBIQUE,Mozambique,46366.6743
1.00000000000,"1",MOZAMBIQUE,Mozambique,102711.3529
1.00000000000,"1",MOZAMBIQUE,Mozambique,4695.2727
1.00000000000,"1",MOZAMBIQUE,Mozambique,93905.9323
1.00000000000,"1",MOZAMBIQUE,Mozambique,6455.9271
1.00000000000,"1",MOZAMBIQUE,Mozambique,24649.9619
1.00000000000,"1",MOZAMBIQUE,Mozambique,26410.5764
1.00000000000,"1",MOZAMBIQUE,Mozambique,3521.2707
1.00000000000,"1",MOZAMBIQUE,Mozambique,7629.3964
1.00000000000,"1",MOZAMBIQUE,Mozambique,4108.1118
1.00000000000,"1",MOZAMBIQUE,Mozambique,4694.9578
1.00000000000,"1",MOZAMBIQUE,Mozambique,4107.7529
1.00000000000,"1",MOZAMBIQUE,Mozambique,5868.1802
1.00000000000,"1",MOZAMBIQUE,Mozambique,4107.6951
1.00000000000,"1",MOZAMBIQUE,Mozambique,8802.1882
1.00000000000,"1",MOZAMBIQUE,Mozambique,9975.7726
1.00000000000,"1",MOZAMBIQUE,Mozambique,8215.3283
1.00000000000,"1",MOZAMBIQUE,Mozambique,3520.8096
1.00000000000,"1",MOZAMBIQUE,Mozambique,21711.4424
1.00000000000,"1",MOZAMBIQUE,Mozambique,15843.4446
1.00000000000,"1",MOZAMBIQUE,Mozambique,1553410.8648
