OBJECTID_1,OBJECTID,COUNTRY,ISO_CC,CONTINENT,Land_Type,Land_Rank,COUNTRYAFF,Shape_STAr,Shape_STLe,Shape_Leng,Shape_Area,ogc_fid,pxlval,int_area_m2
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","40386"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","19607"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","536"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","1110421"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","594"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","14269"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","277039"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","4162"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","31509"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","594"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","594"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","594"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","2376"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","594"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","1188"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","2376"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","18418"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","595"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","1189"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","45186"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","595"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","2412238"
"33","147",Djibouti,DJ,Africa,Primary land,"5",Djibouti,1.79644268967,8.44845317548,947574.11177700001,22591579618.29999923706,1.00000000000,"1","1189"
"34","148",Djibouti,DJ,Africa,Small island,"2",Djibouti,0.00041468660,0.20083878973,22494.53300890000,5218082.24878999963,1.00000000000,"1","596"
"34","148",Djibouti,DJ,Africa,Small island,"2",Djibouti,0.00041468660,0.20083878973,22494.53300890000,5218082.24878999963,1.00000000000,"1","81586"
"34","148",Djibouti,DJ,Africa,Small island,"2",Djibouti,0.00041468660,0.20083878973,22494.53300890000,5218082.24878999963,1.00000000000,"1","264402"
"34","148",Djibouti,DJ,Africa,Small island,"2",Djibouti,0.00041468660,0.20083878973,22494.53300890000,5218082.24878999963,1.00000000000,"1","48832"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","593"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","1778"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","593"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","4743"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","4743"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","8300"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","1448881"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","970"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","165"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","593"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","593"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","10078"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","138608"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","2371"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","25724"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","1295"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","32612"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","2965"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","5337"
"44","172",Eritrea,ER,Africa,Primary land,"5",Eritrea,10.21673437940,28.80415503310,3258288.71717000008,130512130723.00000000000,1.00000000000,"1","28985"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","5334"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1778"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","681289"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","2963"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","7705"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","6519"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","3556"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","2039632"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","5927"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","578"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1778"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","4148"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","14517"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1185"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","47407"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","5926"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1185"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","2918"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","4886"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","253183"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","36304"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","246299"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","5928"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","2963"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1186"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","588"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","873803"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","3556"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1302"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","883370"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","40611"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","21629"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1186"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1186"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","5928"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","9485"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1778"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","379743"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","585284"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","23712"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1186"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1186"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","3101054"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1047356"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","3431"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","4743"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1186"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","574"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","357"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1118998"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","175180"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","31421"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","170"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1171"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","825712"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","126881"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","365245"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","2372"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1064399"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","448063"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","2481"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","8239"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","70051"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","191521"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","7708"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","8894"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","1548"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","26629"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","47438"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","139157"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","77740"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","38665"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","417801"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","121717"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","85389"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","18975"
"45","173",Eritrea,ER,Africa,Small island,"2",Eritrea,0.05800268770,10.84872800060,1225766.49249000009,741106136.79599988461,1.00000000000,"1","593"
