IDN,ID_MJ,MPA_NAME,COUNTRY,REGION,DESGNATION,STATUS,CATEGORY,CATEGORY2,YEAR,ZONE,MANAGED_BY,IUCN,NOTES,AREAKM_DEC,AREAKM_ACT,PERIKM_ACT,POINT_X,POINT_Y,ogc_fid,pxlval,area_m2,int_aream2_2016
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528224.00000000000,"1",62446.8793,62446.8793
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528225.00000000000,"1",58283.4975,20989.4514
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528226.00000000000,"1",52930.8414,47808.8686
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528227.00000000000,"1",50552.2486,50552.2486
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,526162.00000000000,"1",86151.7827,86151.7827
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528236.00000000000,"1",1784.0839,1784.0839
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,526163.00000000000,"1",43966.8152,43966.8152
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528237.00000000000,"1",7136.2333,7136.2333
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,526164.00000000000,"1",13665.1622,13665.1622
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,526165.00000000000,"1",35054.0291,35054.0291
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,526158.00000000000,"1",584077.3281,584077.3281
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528232.00000000000,"1",44008.1246,33023.7386
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,526159.00000000000,"1",4159.0633,4159.0633
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528233.00000000000,"1",9515.2281,9515.2281
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,526160.00000000000,"1",24954.3711,24954.3711
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528234.00000000000,"1",45197.2132,45197.2132
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,526161.00000000000,"1",15447.8621,15447.8621
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528235.00000000000,"1",43412.9863,43412.9863
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528212.00000000000,"1",1784.3134,1784.3134
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528213.00000000000,"1",80888.8110,80888.8110
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528214.00000000000,"1",108248.2266,108248.2266
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528215.00000000000,"1",6542.3181,6542.3181
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528220.00000000000,"1",6542.1815,6542.1815
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528221.00000000000,"1",73152.7761,73152.7761
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528222.00000000000,"1",8920.9880,8920.9880
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528223.00000000000,"1",444267.7869,444267.7869
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528216.00000000000,"1",475814.0636,475814.0636
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528217.00000000000,"1",2379.0192,2379.0192
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528218.00000000000,"1",4163.2739,4163.2739
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528219.00000000000,"1",3568.4715,3568.4715
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528196.00000000000,"1",224851.5732,220568.6687
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528198.00000000000,"1",838138.9506,838138.9506
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528199.00000000000,"1",30930.8009,30930.8009
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528192.00000000000,"1",36285.8461,36285.8461
"20","22",Nosy Hara,Madagascar,Madagascar,National Park,Working,National,National,"2011",Not described,Madagascar National Parks,II,,"1257",1258.31000000000,271.02700000000,49.00180000000,-12.20980000000,528193.00000000000,"1",13681.4612,13681.4612
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235860.00000000000,"1",328136.9490,272181.3256
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235841.00000000000,"1",549878.7253,459419.9019
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235846.00000000000,"1",120616.6352,89919.4269
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235833.00000000000,"1",180341.2723,127681.7635
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134065.00000000000,"1",31935.4743,22267.6169
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235831.00000000000,"1",134812.7407,107524.2579
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235808.00000000000,"1",2956.4589,2307.9634
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134072.00000000000,"1",1182.6775,1182.6775
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235809.00000000000,"1",591.2918,591.2918
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134073.00000000000,"1",14192.0500,14192.0500
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134066.00000000000,"1",28386.7023,26528.9577
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235811.00000000000,"1",19512.5999,16043.9941
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134067.00000000000,"1",1774.0642,1101.5944
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134068.00000000000,"1",213479.8128,188674.8662
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134069.00000000000,"1",9461.5083,7785.4576
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235817.00000000000,"1",494917.0244,463707.1550
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134107.00000000000,"1",2123624.5135,1389875.6880
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235731.00000000000,"1",8870.2310,8771.4288
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235725.00000000000,"1",30159.0484,7071.9725
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134095.00000000000,"1",1182.5085,1182.5085
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134097.00000000000,"1",507896.4511,472556.3917
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134090.00000000000,"1",15964.9685,13702.5384
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235733.00000000000,"1",32524.0648,21615.3742
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134091.00000000000,"1",10643.2468,10259.1095
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134092.00000000000,"1",36658.5215,34616.6494
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134093.00000000000,"1",1773.7662,1773.7662
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235712.00000000000,"1",18332.4524,18053.3905
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134102.00000000000,"1",241819.5029,100079.6647
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134103.00000000000,"1",11233.3705,68.9889
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235714.00000000000,"1",9461.7972,9461.7972
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134104.00000000000,"1",7094.6045,904.9209
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235715.00000000000,"1",591.3614,591.3614
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134101.00000000000,"1",1054220.4988,966140.8557
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134078.00000000000,"1",108213.5030,104468.1808
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134079.00000000000,"1",69776.2339,60346.8272
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134080.00000000000,"1",77463.3927,68443.6493
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134081.00000000000,"1",32522.5610,28281.3616
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134074.00000000000,"1",21879.3533,18355.1500
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134075.00000000000,"1",88700.3861,77837.5755
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134076.00000000000,"1",591.3296,583.1519
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134077.00000000000,"1",591.3290,191.3752
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134086.00000000000,"1",759252.4074,700943.8689
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134087.00000000000,"1",4139.1192,2906.0544
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134088.00000000000,"1",14782.5145,14712.7918
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134089.00000000000,"1",62086.6287,54337.3686
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235692.00000000000,"1",14784.9427,14652.6554
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134082.00000000000,"1",1182.6343,687.9687
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235693.00000000000,"1",3548.3821,3548.3821
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134083.00000000000,"1",1773.9294,1773.9294
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134084.00000000000,"1",129497.6953,123664.9677
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,134085.00000000000,"1",266090.4474,256931.2964
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235777.00000000000,"1",4139.2223,3633.8319
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235772.00000000000,"1",10052.4311,4663.1649
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235773.00000000000,"1",127726.3496,118621.2112
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235775.00000000000,"1",591.3188,591.3188
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235780.00000000000,"1",136594.6319,129158.1317
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235782.00000000000,"1",14191.4597,7521.3337
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235760.00000000000,"1",5321.9543,4715.8128
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235763.00000000000,"1",20696.4929,19756.4702
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235758.00000000000,"1",27201.1097,26158.2109
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235759.00000000000,"1",1773.9860,1708.2735
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235769.00000000000,"1",81602.5130,76736.3390
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235770.00000000000,"1",3547.9219,2157.9638
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235771.00000000000,"1",65636.7996,61084.7768
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235764.00000000000,"1",13009.2096,11561.8399
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235747.00000000000,"1",1182.6737,1182.6737
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235752.00000000000,"1",52628.6150,46744.0799
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235753.00000000000,"1",95204.9046,78121.0844
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235754.00000000000,"1",7095.9532,3795.3073
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235750.00000000000,"1",8870.0078,8800.3538
"25","27",Ankivonjy,Madagascar,Madagascar,Marine Protected Area,Working,National,National,"2015",Not described,Community and Wildlife Conservation Society,V,,"1394",1379.54000000000,322.17700000000,47.86240000000,-13.52040000000,235751.00000000000,"1",4730.6565,417.2751
"26","41",Marromeu,Mozambique,Mozambique,National Reserve,Working,National,National,"1959",Multiple,MITADER and ANAC,II,,"170",1556.39000000000,222.65700000000,35.93070000000,-18.75460000000,416765.00000000000,"1",51292.6795,51292.6795
"26","41",Marromeu,Mozambique,Mozambique,National Reserve,Working,National,National,"1959",Multiple,MITADER and ANAC,II,,"170",1556.39000000000,222.65700000000,35.93070000000,-18.75460000000,188397.00000000000,"1",27097485.6497,2246463.3046
"26","41",Marromeu,Mozambique,Mozambique,National Reserve,Working,National,National,"1959",Multiple,MITADER and ANAC,II,,"170",1556.39000000000,222.65700000000,35.93070000000,-18.75460000000,416727.00000000000,"1",8068.5936,8068.5936
"26","41",Marromeu,Mozambique,Mozambique,National Reserve,Working,National,National,"1959",Multiple,MITADER and ANAC,II,,"170",1556.39000000000,222.65700000000,35.93070000000,-18.75460000000,416729.00000000000,"1",110655.2864,110655.2864
"26","41",Marromeu,Mozambique,Mozambique,National Reserve,Working,National,National,"1959",Multiple,MITADER and ANAC,II,,"170",1556.39000000000,222.65700000000,35.93070000000,-18.75460000000,416724.00000000000,"1",217858.0060,217858.0060
"26","41",Marromeu,Mozambique,Mozambique,National Reserve,Working,National,National,"1959",Multiple,MITADER and ANAC,II,,"170",1556.39000000000,222.65700000000,35.93070000000,-18.75460000000,416726.00000000000,"1",12679.3149,12679.3149
"26","41",Marromeu,Mozambique,Mozambique,National Reserve,Working,National,National,"1959",Multiple,MITADER and ANAC,II,,"170",1556.39000000000,222.65700000000,35.93070000000,-18.75460000000,416736.00000000000,"1",143507.2188,143507.2188
"26","41",Marromeu,Mozambique,Mozambique,National Reserve,Working,National,National,"1959",Multiple,MITADER and ANAC,II,,"170",1556.39000000000,222.65700000000,35.93070000000,-18.75460000000,416734.00000000000,"1",3457.9561,3457.9561
"26","41",Marromeu,Mozambique,Mozambique,National Reserve,Working,National,National,"1959",Multiple,MITADER and ANAC,II,,"170",1556.39000000000,222.65700000000,35.93070000000,-18.75460000000,416711.00000000000,"1",1729.0088,1729.0088
