ogc_fid,pxlval,IDN,ID_MJ,MPA_NAME,COUNTRY,REGION,DESGNATION,STATUS,CATEGORY,CATEGORY2,YEAR,ZONE,MANAGED_BY,IUCN,NOTES,AREAKM_DEC,AREAKM_ACT,PERIKM_ACT,POINT_X,POINT_Y,int_area_m2_2016
543315.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,2376.284
543316.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,1782.213
543319.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,19010.091
543320.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,2376.248
543321.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,2376.226
543322.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,2376.225
543324.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,53.787
543325.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,7568.730
543326.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,134225.613
543327.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,20791.809
543328.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,4115.208
543329.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,10309.718
543330.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,141977.557
543331.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,30890.108
543334.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,377432.283
543335.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,55838.090
543338.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,7128.170
543340.00000000000,"1","50","89",Quirimbas,Mozambique,Mozambique,National Park,Working,National,National,"2002",Multiple,MITADER and ANAC,V,,"1185",8890.89000000000,562.23300000000,40.04430000000,-12.52300000000,2970.062
