"","species","pu","amount"
"642",3,16194,0.00627918955533075
"643",3,16195,0.00501614176917076
"644",3,16213,0.0624009711103318
"645",3,16220,0.0542776515844236
"646",3,16234,0.0602532158663822
"647",3,16237,0.0465200979987542
"648",3,16239,0.00081702903196204
"649",3,16244,0.0423230694446062
"650",3,16245,0.0111294250749549
"651",3,1625,0.00321790016966732
"652",3,16252,0.0324498850838985
"653",3,16259,0.0254371310222749
"654",3,16273,0.045908422036577
"655",3,16290,0.00257121949969511
"656",3,16292,0.0625000000016103
"657",3,16301,0.0183394460738399
"658",3,16309,0.060873144800463
"659",3,16310,0.0318286569313288
"660",3,16315,0.0625000000013701
"661",3,16317,0.00601963274661958
"662",3,1633,0.00223685078348406
"663",3,16339,0.0624999966172399
"664",3,1634,0.00329191817656672
"665",3,16341,0.014540207866509
"666",3,16347,0.00385376743587601
"667",3,16349,0.0478381923204158
"668",3,16365,0.000123761550013442
"669",3,1637,0.00308253396108607
"670",3,16396,0.00733756294599548
"671",3,16410,0.0528230233709975
"672",3,16419,0.00743168044290013
"673",3,16423,0.0208985744975545
"674",3,16445,0.0171929390574842
"675",3,16447,0.00128074466379522
"676",3,16458,0.0322534886018362
"677",3,16475,0.0478789391516906
"678",3,16489,0.00805342298186757
"679",3,16490,0.0176789843158792
"680",3,16530,0.0611309482297073
"681",3,16533,0.031367380770636
"682",3,16534,0.061375403873399
"683",3,16546,0.00892402050182328
"684",3,16565,0.0134382359029642
"685",3,16569,0.0530109855093579
"686",3,16574,0.000338669181952719
"687",3,16586,0.0161165222315413
"688",3,16591,0.0514435337438434
"689",3,166,0.0152188906940732
"690",3,16615,0.000540204873085953
"691",3,16621,0.00182552376501681
"692",3,16624,0.0151428149184799
"693",3,16627,0.00426766589101171
"694",3,16631,0.0346453370968922
"695",3,16637,0.0306603408443083
"696",3,16643,0.0165644216510283
"697",3,16649,0.00492270351246744
"698",3,16658,0.000353474874395877
"699",3,16659,0.00659034754534112
"700",3,16666,0.02462983415358
"701",3,1668,0.00890284570320183
"702",3,16682,0.0558321692516311
"703",3,16683,0.000348146979885176
"704",3,16694,0.00415299416701286
"705",3,16716,0.00811938143861986
"706",3,16727,0.034281797415942
"707",3,16730,0.00975052716991331
"708",3,16738,4.11757114049979e-05
"709",3,16778,0.0530842858383386
"710",3,1678,0.0196504175551739
"711",3,16783,0.0625000197200455
"712",3,16784,0.000274153534457088
"713",3,16790,0.0624009677805088
"714",3,16791,0.0538034279222606
"715",3,16815,0.0317105536106702
"716",3,16818,0.00162901798531646
"717",3,16831,0.0030945668717348
"718",3,16836,0.0624013017314598
"719",3,16839,0.0342167648951874
"720",3,16855,0.000185679194583092
"721",3,16857,0.0573666173074846
"722",3,16870,0.0306871575385398
"723",3,16893,0.0622029272918505
"724",3,16896,0.0621011552554806
"725",3,16898,0.00519048125596554
"726",3,16900,0.0515569336062538
"727",3,16902,0.0256933312973119
"728",3,1691,0.0275120150817346
"729",3,16918,0.0229034961369659
"730",3,16922,0.038653326642707
"731",3,16938,0.0144027393292547
"732",3,16942,0.0575323066679692
"733",3,16943,0.000659702114263317
"734",3,16947,0.0224103802775135
"735",3,16957,0.0527254871663131
"736",3,1696,0.00374256231678234
"737",3,16980,0.0202527807592429
"738",3,16987,0.0438494364529148
"739",3,16999,0.00313032545405207
"740",3,17010,0.0287413589057198
"741",3,17022,0.0189348512881149
"742",3,17024,0.0285867294078046
"743",3,17031,0.0588044123477044
"744",3,17033,0.0474769356607897
"745",3,17036,0.0172595666380894
"746",3,17037,0.000201994144961238
"747",3,17051,0.0247053838221481
"748",3,17052,0.0177895669093877
"749",3,17079,0.0494596367670226
"750",3,17097,0.00673182294098545
"751",3,1710,0.0436445108328657
"752",3,17100,0.03301868761747
"753",3,17101,0.0418370873422287
"754",3,1712,0.0340091624486204
"755",3,17120,0.0011633522217758
"756",3,17134,0.0232901086313807
"757",3,17139,0.0171900576093113
"758",3,17142,0.0624999999990463
"759",3,17143,0.024094501613369
"760",3,17156,0.00112795665401855
"761",3,17173,0.0624999999994687
"762",3,17176,0.0271483071375073
"763",3,17182,9.47583165508695e-05
"764",3,17187,0.0173124770003874
"765",3,1719,0.00567993567314933
"766",3,17190,0.000400733581351844
"767",3,17193,0.0177404243614229
"768",3,17210,0.0546344966455771
"769",3,17220,0.0550712479681393
"770",3,17223,0.00318248734010159
"771",3,17246,0.0531333978446011
"772",3,17254,0.000971604593226686
"773",3,17256,0.000110032008548733
"774",3,17259,0.0623448034228882
"775",3,17262,0.0368321768277823
"776",3,17277,0.000508909887504647
"777",3,17280,0.00224464541562344
"778",3,17286,0.000497811265464872
"779",3,17293,0.00900553190331394
"780",3,17299,0.00477319288995117
"781",3,17301,0.000142640583048575
"782",3,17302,0.0457061967428842
"783",3,17310,0.0156212887118958
"784",3,17337,0.0110063391140588
"785",3,17341,0.0511392082018342
"786",3,17343,0.0533066189312983
"787",3,17359,0.0492646819771435
"788",3,17372,0.0357864749013758
"789",3,17376,0.0472751205721794
"790",3,17390,0.000236954898789525
"791",3,17392,0.0481949838466287
"792",3,17400,0.000641465768963099
"793",3,17409,0.00699623638857063
"794",3,1741,0.00147804340967536
"795",3,17411,0.000495052482811734
"796",3,17422,0.00138655180571135
"797",3,17430,0.00841248804119777
"798",3,17458,0.00156314038294181
"799",3,17468,0.00676465586620546
"800",3,17482,0.0321814084390336
"801",3,17484,0.0342082131214661
"802",3,17490,6.66488771401346e-05
"803",3,17503,0.0285833368997288
"804",3,17505,0.00049504736887617
"805",3,17512,0.000830406753845047
"806",3,17518,0.00134924872074462
"807",3,17521,0.0190466249360896
"808",3,17535,0.00167343478778983
"809",3,17536,0.000881786869859789
"810",3,1754,0.00983683978710696
"811",3,17540,0.0179664121690589
"812",3,17547,0.0181606983748982
"813",3,17562,0.0388349262056397
"814",3,17568,0.00726967448286568
"815",3,1758,0.00957545078550655
"816",3,17583,0.0331849614954302
"817",3,17598,0.00212978411175217
"818",3,17605,0.0222761239403302
"819",3,17609,0.0224637176059316
"820",3,1761,0.0252429904318987
